ano;mes;processo_numero;colocacao_lona_situacao;colocacao_lona_data;colocacao_lona_justificativa;colocacao_lona_metragem;colocacao_lona_qtd_pontos 
 2012;07-julho;8004714712;Sim;04/07/2012;; 240; 1
 0;Não informado;8004979012;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;04-abril;8004965012;Sim;01/04/2013;LONA COLOCADA; 80; 1
 0;Não informado;8004981512;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8004982112;Sim;05/07/2012;lona colocada; 240; 1
 0;Não informado;8005263912;Não;;A PROPRIETÁRIA NÃO QUER A COLOCAÇÃO DE LONA. QUEM FEZ A SOLICITAÇÃO FOI A MORADORA ANTIGA, SUZANA NASCIMENTO SANTOS.; 0; 0
 0;Não informado;8006232012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8004968912;Não;;Lona no local.; 0; 0
 2013;04-abril;8004966612;Sim;16/04/2013;LONA COLOCADA.; 240; 1
 0;Não informado;8005140412;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;02-fevereiro;8001941013;Sim;21/02/2013;01 15  x 08; 120; 1
 2013;05-maio;8005058612;Sim;19/05/2013;; 240; 1
 2012;07-julho;8005142712;Sim;11/07/2012;; 240; 1
 0;Não informado;8005052812;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8004664012;Sim;06/07/2012;; 640; 1
 0;Não informado;8005065212;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005032712;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005033312;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005067512;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005332012;Sim;13/07/2012;; 120; 1
 2012;07-julho;8005147912;Sim;13/07/2012;lona colocada; 360; 1
 0;Não informado;8005071212;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8005103112;Sim;11/07/2012;; 240; 1
 2013;04-abril;8005074112;Sim;15/04/2013;LONA COLOCADA.; 320; 1
 2012;07-julho;8005104812;Sim;11/07/2012;; 240; 1
 0;Não informado;8005076412;Não;;Lona no local.; 0; 0
 2012;07-julho;8005077012;Sim;12/07/2012;lona colocada; 120; 1
 2012;08-agosto;8004607612;Sim;14/08/2012;; 160; 1
 2012;07-julho;8005106012;Sim;11/07/2012;; 360; 1
 0;Não informado;8005294112;Não;;O ENDEREÇO FOI ENCONTRADO, NO ENTANTO NEM UMA DAS CASAS CORRESPONDEM COM O NOME DA SOLICITANTE, INCLUSIVE DESCONHECEM A MESMA. A PROPRIEDADE DO NÚMERO 18, DA RUA ACIMA, É O ARMAZÉM DE SEU ZIZINHO. AINDA ASSIM, CONSTATOU-SE QUE NENHUMA DOS PROPRIETÁRIO NECESSITAM DE COLOCAÇÃO DE LONA EM BARREIRA.; 0; 0
 0;Não informado;8005084712;Não;;SOLICITAÇÃO NÃO ATENDIDA PELO FIM DO INVERNO E PELA GRANDE QUANTIDADE DE PEDIDOS.; 0; 0
 2012;07-julho;8003993012;Sim;11/07/2012;; 240; 1
 0;Não informado;8005107712;Não;;Colocação não necessária, pela pouca gravidade e pela diminuição das chuvas.; 0; 0
 2012;07-julho;8005111412;Sim;18/07/2012;lona colocada; 360; 1
 0;Não informado;8004674512;Não;;FOI CONSTATADO, IN LOCO, PELO ENCARREGADO NO DIA 22.08.12 QUE NO IMÓVEL SUPERIOR (Nº 290) AO DA SOLICITAÇÃO EXISTE UMA ÁREA ENCIMENTADA, SENDO ASSIM, O MORADOR NÃO PERMITE A COLOCAÇÃO DE LONA.; 0; 0
 0;Não informado;8005210212;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005119512;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005156812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;03-marco;8009180012;Sim;18/03/2013;; 240; 1
 0;Não informado;8005409312;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005100212;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8005116612;Sim;27/07/2012;lona colocada; 200; 1
 0;Não informado;8005098812;Não;;Lona no local.; 0; 0
 2012;07-julho;8005157412;Sim;24/07/2012;; 120; 1
 0;Não informado;8005158012;Não;;SOLICITADO EM DUPLICIDADE COM O PROTOCOLO 80.05158.0.12; 0; 0
 0;Não informado;8005137312;Não;;Atendido pelo protocolo n 80.03265.4.12; 0; 0
 0;Não informado;8005133812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8003664612;Sim;03/07/2012;; 1200; 1
 0;Não informado;8002481512;Não;;SOLIT DUPLICADA 80.02483.8.12; 0; 0
 0;Não informado;8005213112;Não;;Lona no local.; 0; 0
 0;Não informado;8005216012;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005257912;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;02-fevereiro;8005254012;Sim;06/02/2012;; 120; 1
 2012;06-junho;8003570112;Sim;15/06/2012;; 240; 1
 0;Não informado;8005271112;Não;;Endereço não encontrado.; 0; 0
 2013;01-janeiro;8000199913;Sim;21/01/2013;lona colocada; 240; 1
 0;Não informado;8005223712;Não;;Lona no local.; 0; 0
 0;Não informado;8005224312;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8005333712;Sim;13/07/2012;; 240; 1
 2012;07-julho;8005272812;Sim;24/07/2012;lona colocada; 120; 1
 2012;07-julho;8005493412;Sim;20/07/2012;; 120; 1
 2013;02-fevereiro;8005275712;Sim;01/02/2013;LONA COLOCADA.; 160; 1
 0;Não informado;8005278612;Não;;moradora quis apenas a capinação.; 0; 0
 2012;07-julho;8005362712;Sim;19/07/2012;; 160; 1
 2012;07-julho;8005231012;Sim;20/07/2012;LP COLOCADA; 240; 1
 0;Não informado;8005693312;Não;;SOLICITAÇÃO EM DUPLICIDADE COM O PROTOCOLO 80.05203.6.12; 0; 0
 0;Não informado;8004605312;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE SOLICITAÇÕES E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005237812;Sim;13/07/2012;lona plastica; 80; 1
 0;Não informado;8005283012;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;08-agosto;8005934012;Sim;09/08/2012;; 240; 1
 2012;06-junho;8002958612;Sim;25/06/2012;lona colocada; 120; 1
 2012;08-agosto;8005243812;Sim;24/08/2012;lona colocada; 120; 1
 0;Não informado;8005295812;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8005245012;Sim;19/07/2012;LP COLOCADA; 120; 1
 2012;08-agosto;8005935712;Sim;09/08/2012;; 240; 1
 2012;07-julho;8005248012;Sim;24/07/2012;lona colocada; 480; 1
 2012;07-julho;8005335012;Sim;20/07/2012;LP COLOCADA; 120; 1
 0;Não informado;8005249612;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8005296412;Sim;31/07/2012;lona colocada.; 200; 1
 0;Não informado;8005251012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005288112;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005252712;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005255612;Sim;13/07/2012;lona colocada; 200; 1
 0;Não informado;8005256212;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005259112;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005551412;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8004353412;Sim;22/06/2012;; 240; 1
 2012;08-agosto;8005383412;Sim;30/08/2012;lona colocada; 120; 1
 0;Não informado;8005385712;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005431912;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005424212;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005432512;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005425912;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005390012;Sim;19/07/2012;; 240; 1
 2012;07-julho;8005391712;Sim;18/07/2012;; 120; 1
 0;Não informado;8005426512;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005392312;Sim;18/07/2012;; 240; 1
 2012;07-julho;8005434812;Sim;21/07/2012;; 120; 1
 2012;07-julho;8005393012;Sim;19/07/2012;; 120; 1
 0;Não informado;8005427112;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005394612;Sim;19/07/2012;; 120; 1
 0;Não informado;8005428812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005398112;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8005090712;Sim;13/07/2012;; 600; 3
 0;Não informado;8005340312;Não;;Endereço atendido pela regional noroeste; 0; 0
 0;Não informado;8005429412;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005402912;Sim;20/07/2012;; 120; 1
 2012;07-julho;8005345512;Sim;13/07/2012;; 600; 1
 2012;07-julho;8005346112;Sim;13/07/2012;; 240; 1
 2012;07-julho;8005347812;Sim;18/07/2012;; 120; 1
 0;Não informado;8005349012;Não;;Lona no local.; 0; 0
 2012;07-julho;8004988012;Sim;19/07/2012;; 480; 1
 2012;08-agosto;8004229112;Sim;16/08/2012;; 160; 1
 2013;03-marco;8000016113;Sim;18/03/2013;; 240; 1
 2012;07-julho;8005446612;Sim;21/07/2012;; 120; 1
 2012;07-julho;8005366212;Sim;23/07/2012;; 120; 1
 2012;07-julho;8005459012;Sim;24/07/2012;lona colocada; 240; 1
 0;Não informado;8005369112;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005620612;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005403512;Sim;20/07/2012;; 240; 1
 2013;04-abril;8004124512;Sim;10/04/2013;LONA COLOCADA; 160; 1
 0;Não informado;8005430212;Não;;Solicitação em duplicidade com o protocolo 80.04142.3.12; 0; 0
 2012;07-julho;8005405812;Sim;20/07/2012;; 120; 1
 0;Não informado;8005320212;Não;;duplicidade mesmo nº de processo com datas distintas.; 0; 0
 0;Não informado;8003684712;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8003067812;Sim;13/06/2012;; 480; 1
 2012;07-julho;8005217712;Sim;13/07/2012;; 80; 1
 2012;08-agosto;8005642012;Sim;02/08/2012;lona colocada; 120; 1
 2013;03-marco;8007693012;Sim;04/03/2013;; 280; 1
 2013;06-junho;8004814013;Sim;12/06/2013;; 240; 1
 0;Não informado;8004766712;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;03-marco;8007718312;Sim;05/03/2013;; 120; 1
 2012;07-julho;8002952812;Sim;09/07/2012;; 120; 1
 0;Não informado;8005458412;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8005460912;Sim;23/07/2012;; 560; 1
 2012;07-julho;8005461512;Sim;24/07/2012;; 240; 1
 2012;07-julho;8005462112;Sim;23/07/2012;; 240; 1
 2013;04-abril;8002516113;Sim;10/04/2013;; 120; 1
 2013;04-abril;8002519013;Sim;10/04/2013;; 240; 1
 2012;07-julho;8005464412;Sim;23/07/2012;; 160; 1
 2012;07-julho;8005465012;Sim;23/07/2012;; 160; 1
 2012;07-julho;8005466712;Sim;23/07/2012;; 600; 1
 2012;07-julho;8005467312;Sim;23/07/2012;; 120; 1
 2012;07-julho;8005468012;Sim;23/07/2012;; 240; 1
 2012;07-julho;8005500012;Sim;23/07/2012;; 120; 1
 2012;07-julho;8005469612;Sim;23/07/2012;; 240; 1
 2012;07-julho;8005502312;Sim;24/07/2012;; 280; 1
 2013;02-fevereiro;8001967013;Sim;22/02/2013;02 15 x 08; 240; 1
 2012;11-novembro;8008726012;Sim;29/11/2012;; 160; 1
 2012;07-julho;8005503012;Sim;24/07/2012;; 240; 1
 0;Não informado;8005356712;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;04-abril;8002518413;Sim;10/04/2013;; 240; 1
 2012;07-julho;8005504612;Sim;24/07/2012;; 240; 1
 2013;04-abril;8000628713;Sim;01/04/2013;; 120; 1
 2013;02-fevereiro;8001969213;Sim;22/02/2013;02 15 x 08; 240; 1
 2013;04-abril;8005613012;Sim;16/04/2013;LONA COLOCADA.; 80; 1
 2012;08-agosto;8005311312;Sim;03/08/2012;lona colocada; 240; 1
 2012;06-junho;8002018312;Sim;18/06/2012;lona colocada; 240; 1
 2012;06-junho;8002837412;Sim;11/06/2012;lona colocada; 240; 1
 2012;08-agosto;8005936312;Sim;09/08/2012;; 760; 1
 2012;06-junho;8005925112;Sim;26/06/2012;Lona colocada no endereço nº 614; 640; 2
 2012;08-agosto;8005778912;Sim;07/08/2012;; 360; 1
 2012;07-julho;8004869012;Sim;09/07/2012;; 240; 1
 2012;07-julho;8005525312;Sim;25/07/2012;lona colocada; 240; 1
 2012;08-agosto;8005702212;Sim;13/08/2012;; 400; 1
 2013;04-abril;8000334313;Sim;02/04/2013;; 120; 1
 0;Não informado;8005717012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005545412;Não;;Moradora não quis mais a colocação.; 0; 0
 2012;08-agosto;8005961812;Sim;10/08/2012;; 480; 2
 0;Não informado;8005630112;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;02-fevereiro;8001973013;Sim;22/02/2013;02 15 x 08; 240; 1
 0;Não informado;8004248612;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;08-agosto;8005645912;Sim;06/08/2012;lona colocada; 360; 1
 2012;08-agosto;8005706812;Sim;07/08/2012;lona colocada; 120; 1
 2012;08-agosto;8005707412;Sim;06/08/2012;lona colocada; 240; 1
 2012;08-agosto;8005764812;Sim;06/08/2012;lona colocada; 240; 1
 2013;02-fevereiro;8001974613;Sim;22/02/2013;01 10 x 08; 80; 1
 2013;02-fevereiro;8001975213;Sim;22/02/2013;01 15 x 08; 120; 1
 0;Não informado;8005528212;Não;;REPOSIÇÃO. lona colocada em 14/05/2012 280m².; 0; 0
 0;Não informado;8008028012;Não;;Imóvel sem número.; 0; 0
 2012;08-agosto;8005956412;Sim;20/08/2012;lona colocada; 120; 1
 2013;02-fevereiro;8005841212;Sim;22/02/2013;LONA COLOCADA.; 160; 1
 2013;03-marco;8007618912;Sim;05/03/2013;; 280; 1
 2013;03-marco;8007495412;Sim;06/03/2013;; 240; 1
 2013;02-fevereiro;8001913713;Sim;25/02/2013;; 240; 1
 2013;02-fevereiro;8001936713;Sim;25/02/2013;; 160; 1
 2012;08-agosto;8005906712;Sim;21/08/2012;lona colocada; 120; 1
 2013;02-fevereiro;8001943313;Sim;25/02/2013;; 120; 1
 2013;01-janeiro;8006009912;Sim;11/01/2013;lona colocada; 240; 1
 0;Não informado;8006168012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;02-fevereiro;8001971713;Sim;25/02/2013;; 120; 1
 2012;08-agosto;8005463812;Sim;13/08/2012;; 160; 1
 2012;08-agosto;8005971312;Sim;13/08/2012;; 320; 1
 0;Não informado;8005941712;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005297012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005951212;Não;;monitorar e repor a lona so no periodo chuvoso.; 0; 0
 2012;08-agosto;8005972012;Sim;15/08/2012;; 240; 1
 2012;08-agosto;8005444312;Sim;21/08/2012;lona colocada; 360; 1
 0;Não informado;8008031112;Não;;REPOSIÇÃO.; 0; 0
 0;Não informado;8005973612;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8005974212;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;08-agosto;8005840612;Sim;10/08/2012;; 120; 1
 2012;08-agosto;8005827012;Sim;10/08/2012;; 280; 1
 2012;05-maio;8006171012;Sim;08/05/2012;; 480; 1
 0;Não informado;8006011312;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;08-agosto;8006062712;Sim;15/08/2012;; 960; 1
 2013;02-fevereiro;8006013612;Sim;01/02/2013;LONA COLOCADA.; 320; 1
 2013;03-marco;8009123712;Sim;18/03/2013;; 240; 1
 2012;08-agosto;8006085712;Sim;16/08/2012;; 360; 1
 2013;04-abril;8006018812;Sim;09/04/2013;LONA COLOCADA.; 160; 1
 0;Não informado;8006152612;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8002943912;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA DEMANDA DE SOLICITAÇÕES E PELO FIM DO INVERNO.; 0; 0
 2012;04-abril;8006023112;Sim;20/04/2012;; 160; 1
 2013;02-fevereiro;8001565913;Sim;25/02/2013;; 120; 1
 0;Não informado;8006036612;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;06-junho;8008032812;Sim;25/06/2012;lona colocada; 160; 1
 2012;08-agosto;8006042612;Sim;16/08/2012;; 160; 1
 0;Não informado;8008033412;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA DEMANDA DE SOLICITAÇÕES E PELO FIM DO INVERNO.; 0; 0
 2013;02-fevereiro;8006048412;Sim;15/02/2013;LONA COLOCADA; 120; 1
 2012;08-agosto;8006153212;Sim;17/08/2012;; 120; 1
 2012;08-agosto;8008034012;Sim;17/08/2012;lona colocada; 120; 1
 2012;08-agosto;8006187412;Sim;23/08/2012;lona colocada; 120; 1
 2012;08-agosto;8005991412;Sim;17/08/2012;; 440; 1
 2012;08-agosto;8005989012;Sim;17/08/2012;; 440; 1
 2012;08-agosto;8006091712;Sim;23/08/2012;lona colocada; 120; 1
 2012;08-agosto;8006161512;Sim;23/08/2012;lona colocada; 200; 1
 0;Não informado;8006189712;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8006163812;Não;;LONA COLOCADA EM 26/04/2012. CASO DE REPOSIÇÃO.; 0; 0
 0;Não informado;8006092312;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;03-marco;8006165012;Sim;26/03/2013;LONA COLOCADA; 120; 1
 0;Não informado;8005625812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005880812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005884312;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8005886612;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;08-agosto;8005887212;Sim;21/08/2012;lona colocada; 360; 1
 0;Não informado;8006678812;Não;;numero 320, ponto de monitoramento, não sendo necessario a colocação da lona no verão. encosta de grande porte, esta contemplada no PAC 2.; 0; 0
 2013;02-fevereiro;8001566513;Sim;25/02/2013;; 240; 1
 2013;03-marco;8002966713;Sim;12/03/2013;1-15x08; 120; 1
 0;Não informado;8006343612;Não;;foi realizada uma vistoria, diante do periodo (verão) nao ha necessidade da colocação de lona.; 0; 0
 2013;02-fevereiro;8001573113;Sim;25/02/2013;; 120; 1
 2012;08-agosto;8006325812;Sim;27/08/2012;; 760; 1
 0;Não informado;8006380912;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;02-fevereiro;8001606713;Sim;25/02/2013;; 120; 1
 2013;07-julho;8002434513;Sim;18/07/2013;; 280; 1
 2013;03-marco;8006330112;Sim;11/03/2013;LONA COLOCADA.; 320; 1
 0;Não informado;8008038612;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;03-marco;8008050612;Sim;05/03/2013;; 360; 1
 2012;07-julho;8003870512;Sim;11/07/2012;lona colocada; 120; 1
 0;Não informado;8004865512;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;02-fevereiro;8000783213;Sim;25/02/2013;; 120; 1
 2012;06-junho;8008039212;Sim;16/06/2012;; 200; 1
 2012;08-agosto;8006347112;Sim;28/08/2012;; 240; 1
 0;Não informado;8006426912;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;08-agosto;8006348812;Sim;28/08/2012;; 160; 1
 0;Não informado;8004873812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2013;04-abril;8006352512;Sim;15/04/2013;LONA COLOCADA. A MORADORA ESTÁ PREOCUPADA COM A CASA DE CIMA COM RISCO DE CAIR, ELA PEDE DEMOLIÇÃO. URGENTE!; 160; 1
 0;Não informado;8006355412;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;02-fevereiro;8000206513;Sim;22/02/2013;lona colocada; 120; 1
 2012;12-dezembro;8008963112;Sim;06/12/2012;; 200; 1
 2013;05-maio;8005404013;Sim;18/05/2013;; 160; 1
 0;Não informado;8006497312;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8007616612;Não;;SOLICITAÇÃO ATENDIDA ATRAVÉS DO PROTOCOLO 80.01596.1.13; 0; 0
 2013;04-abril;8002520913;Sim;16/04/2013;; 240; 1
 2013;02-fevereiro;8000771413;Sim;25/02/2013;; 240; 1
 2013;02-fevereiro;8000757113;Sim;25/02/2013;; 480; 1
 2013;02-fevereiro;8000257913;Sim;20/02/2013;; 240; 1
 2012;11-novembro;8008484612;Sim;09/11/2012;lona colocada; 360; 1
 2013;02-fevereiro;8002111113;Sim;25/02/2013;LONA COLOCADA; 120; 1
 2013;04-abril;8000283013;Sim;01/04/2013;; 240; 1
 2013;03-marco;8002968013;Sim;12/03/2013;1-15x08; 120; 1
 2012;09-setembro;8006747012;Sim;11/09/2012;colocada; 120; 1
 2013;03-marco;8009111912;Sim;18/03/2013;; 120; 1
 0;Não informado;8006432912;Não;;indicamos impermeabilizante.; 0; 0
 2013;02-fevereiro;8000748213;Sim;25/02/2013;; 120; 1
 2013;05-maio;8005436913;Sim;22/05/2013;; 120; 1
 0;Não informado;8006771812;Não;;cancelar este pedido, porem atender pelo protocolo nº 8007146012 .; 0; 0
 2013;02-fevereiro;8000263913;Sim;19/02/2013;LONA COLOCADA; 80; 1
 2013;03-marco;8008042312;Sim;15/03/2013;LONA COLOCADA; 120; 1
 2012;07-julho;8008043012;Sim;21/07/2012;; 120; 1
