currentTime,totalCpuUsage...,totalMemory,availableMemory,usedMemory,percentageMemory...,totalSwap,freeSwap,usedSwap,percentageSwap...,totalPartition,usedPartition,freePartition,percentagePartition...,total_IO_read,total_IO_write
2020-01-28 17:34:21.524974,0,3.62GB,3.35GB,98.20MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.84MB,13.96MB
2020-01-28 17:35:21.781136,0,3.62GB,3.35GB,98.05MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.84MB,14.05MB
2020-01-28 17:36:22.043931,0,3.62GB,3.35GB,98.06MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.84MB,14.18MB
2020-01-28 17:37:22.261082,0,3.62GB,3.35GB,97.98MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.84MB,14.30MB
2020-01-28 17:38:22.517071,0,3.62GB,3.35GB,98.00MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.84MB,14.40MB
2020-01-28 17:39:22.773108,0,3.62GB,3.35GB,97.95MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.84MB,14.47MB
2020-01-28 17:40:22.983393,0,3.62GB,3.35GB,97.97MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,14.71MB
2020-01-28 17:41:23.247187,0,3.62GB,3.35GB,97.92MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,14.87MB
2020-01-28 17:42:23.509153,0,3.62GB,3.35GB,97.84MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,14.96MB
2020-01-28 17:43:23.765057,0,3.62GB,3.35GB,97.80MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.05MB
2020-01-28 17:44:24.029190,0,3.62GB,3.35GB,97.68MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.15MB
2020-01-28 17:45:24.292916,0,3.62GB,3.35GB,97.62MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.22MB
2020-01-28 17:46:24.533101,0,3.62GB,3.35GB,97.41MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.32MB
2020-01-28 17:47:24.757045,0,3.62GB,3.35GB,97.34MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.41MB
2020-01-28 17:48:25.020973,0,3.62GB,3.35GB,97.36MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.51MB
2020-01-28 17:49:25.273074,0,3.62GB,3.35GB,97.32MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.56MB
2020-01-28 17:50:25.525233,0,3.62GB,3.35GB,97.24MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.66MB
2020-01-28 17:51:25.780992,0,3.62GB,3.35GB,97.19MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.75MB
2020-01-28 17:52:26.044983,0,3.62GB,3.35GB,97.11MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.85MB
2020-01-28 17:53:26.261043,0,3.62GB,3.35GB,97.28MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,15.93MB
2020-01-28 17:54:26.517003,0,3.62GB,3.35GB,97.09MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.00MB
2020-01-28 17:55:26.773118,0,3.62GB,3.35GB,97.98MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.09MB
2020-01-28 17:56:27.036866,0,3.62GB,3.35GB,96.92MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.16MB
2020-01-28 17:57:27.253182,0,3.62GB,3.35GB,96.95MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.25MB
2020-01-28 17:58:27.509059,0,3.62GB,3.35GB,96.88MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.38MB
2020-01-28 17:59:27.765356,0,3.62GB,3.35GB,96.79MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.48MB
2020-01-28 18:00:28.028167,0,3.62GB,3.35GB,96.69MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.55MB
2020-01-28 18:01:28.290987,0,3.62GB,3.35GB,96.73MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.73MB
2020-01-28 18:02:28.533040,0,3.62GB,3.35GB,96.66MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.79MB
2020-01-28 18:03:28.757200,0,3.62GB,3.35GB,96.61MB,7.3,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.85MB
2020-01-28 18:04:29.020998,0,3.62GB,3.36GB,96.42MB,7.2,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,16.94MB
2020-01-28 18:05:29.273377,0,3.62GB,3.36GB,96.44MB,7.2,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,17.06MB
2020-01-28 18:06:29.525205,0,3.62GB,3.36GB,96.30MB,7.2,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,17.26MB
2020-01-28 18:07:29.781052,0,3.62GB,3.36GB,96.36MB,7.2,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,17.48MB
2020-01-28 18:08:30.043953,0,3.62GB,3.36GB,96.28MB,7.2,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,17.53MB
2020-01-28 18:09:30.261116,0,3.62GB,3.36GB,96.31MB,7.2,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,17.63MB
2020-01-28 18:10:30.517144,0,3.62GB,3.36GB,96.24MB,7.2,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,17.68MB
2020-01-28 18:11:30.773068,0,3.62GB,3.36GB,96.20MB,7.2,0.00B,0.00B,0.00B,0,9.78GB,5.28GB,3.98GB,57,85.85MB,17.78MB
