currentTime,totalCpuUsage...,totalMemory,availableMemory,usedMemory,percentageMemory...,totalSwap,freeSwap,usedSwap,percentageSwap...,totalPartition,usedPartition,freePartition,percentagePartition...,total_IO_read,total_IO_write
2020-01-28 19:24:29.376492,9.1,3.62GB,3.16GB,248.71MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,12.66MB
2020-01-28 19:25:29.626140,0,3.62GB,3.16GB,250.91MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,13.04MB
2020-01-28 19:26:29.846168,0,3.62GB,3.16GB,249.95MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,13.33MB
2020-01-28 19:27:30.108574,8.3,3.62GB,3.16GB,250.04MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,13.57MB
2020-01-28 19:28:30.354157,0,3.62GB,3.16GB,249.70MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,13.81MB
2020-01-28 19:29:30.616795,0,3.62GB,3.16GB,250.62MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,13.91MB
2020-01-28 19:30:30.830197,0,3.62GB,3.16GB,249.72MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,14.10MB
2020-01-28 19:31:31.092617,0,3.62GB,3.16GB,250.58MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,14.33MB
2020-01-28 19:32:31.355021,0,3.62GB,3.16GB,251.81MB,12.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,14.58MB
2020-01-28 19:33:31.617321,10,3.62GB,3.16GB,250.73MB,12.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,14.82MB
2020-01-28 19:34:31.869454,10,3.62GB,3.15GB,257.63MB,12.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,15.03MB
2020-01-28 19:35:32.106138,0,3.62GB,3.15GB,263.57MB,13,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,15.28MB
2020-01-28 19:36:32.368554,0,3.62GB,3.14GB,269.54MB,13.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,15.55MB
2020-01-28 19:37:32.630960,0,3.62GB,3.14GB,275.16MB,13.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,15.79MB
2020-01-28 19:38:32.838171,0,3.62GB,3.13GB,284.09MB,13.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,16.01MB
2020-01-28 19:39:33.046148,0,3.62GB,3.12GB,289.84MB,13.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,16.21MB
2020-01-28 19:40:33.308503,0,3.62GB,3.12GB,296.01MB,13.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,16.49MB
2020-01-28 19:41:33.526151,0,3.62GB,3.11GB,302.36MB,14,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,16.74MB
2020-01-28 19:42:33.788511,0,3.62GB,3.10GB,308.61MB,14.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,16.99MB
2020-01-28 19:43:34.050924,0,3.62GB,3.10GB,314.85MB,14.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,17.23MB
2020-01-28 19:44:34.313199,0,3.62GB,3.09GB,323.93MB,14.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,17.45MB
2020-01-28 19:45:34.518145,0,3.62GB,3.08GB,329.96MB,14.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,17.73MB
2020-01-28 19:46:34.780623,0,3.62GB,3.08GB,335.76MB,14.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,17.94MB
2020-01-28 19:47:34.986153,0,3.62GB,3.07GB,341.42MB,15.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,18.24MB
2020-01-28 19:48:35.242184,0,3.62GB,3.07GB,347.32MB,15.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,18.57MB
2020-01-28 19:49:35.504614,0,3.62GB,3.06GB,353.68MB,15.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,18.91MB
2020-01-28 19:50:35.767132,0,3.62GB,3.05GB,359.61MB,15.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,19.15MB
2020-01-28 19:51:36.026149,0,3.62GB,3.05GB,364.62MB,15.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,19.37MB
2020-01-28 19:52:36.286190,10,3.62GB,3.04GB,369.41MB,15.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,19.62MB
2020-01-28 19:53:36.534149,9.1,3.62GB,3.04GB,378.98MB,16.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,19.86MB
2020-01-28 19:54:36.770188,0,3.62GB,3.03GB,385.34MB,16.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,20.09MB
2020-01-28 19:55:37.026230,0,3.62GB,3.02GB,391.68MB,16.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,20.37MB
2020-01-28 19:56:37.288566,0,3.62GB,3.02GB,397.80MB,16.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,20.58MB
2020-01-28 19:57:37.526167,0,3.62GB,3.01GB,404.01MB,16.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,20.82MB
2020-01-28 19:58:37.750286,0,3.62GB,3.01GB,408.48MB,16.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,21.00MB
2020-01-28 19:59:38.002186,9.1,3.62GB,3.01GB,407.57MB,16.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,21.12MB
2020-01-28 20:00:38.264740,0,3.62GB,3.00GB,410.94MB,17,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,21.29MB
2020-01-28 20:01:38.518158,0,3.62GB,3.00GB,414.79MB,17.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,21.48MB
2020-01-28 20:02:38.778092,0,3.62GB,3.00GB,419.65MB,17.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,21.78MB
2020-01-28 20:03:39.026166,0,3.62GB,2.99GB,424.26MB,17.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,22.00MB
2020-01-28 20:04:39.288506,0,3.62GB,2.99GB,429.82MB,17.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,22.25MB
2020-01-28 20:05:39.510180,0,3.62GB,2.98GB,437.83MB,17.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,22.50MB
2020-01-28 20:06:39.772509,0,3.62GB,2.97GB,442.39MB,17.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,22.73MB
2020-01-28 20:07:40.026162,0,3.62GB,2.97GB,446.94MB,17.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,22.96MB
2020-01-28 20:08:40.288535,0,3.62GB,2.96GB,454.15MB,18.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,23.18MB
2020-01-28 20:09:40.550942,9.1,3.62GB,2.96GB,458.09MB,18.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,23.39MB
2020-01-28 20:10:40.813289,9.1,3.62GB,2.95GB,462.26MB,18.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,23.63MB
2020-01-28 20:11:41.046163,0,3.62GB,2.95GB,466.75MB,18.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,23.88MB
2020-01-28 20:12:41.308621,0,3.62GB,2.94GB,472.93MB,18.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,24.11MB
2020-01-28 20:13:41.526181,9.1,3.62GB,2.93GB,482.07MB,18.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,24.37MB
2020-01-28 20:14:41.786120,0,3.62GB,2.93GB,488.36MB,19,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,24.62MB
2020-01-28 20:15:42.014141,0,3.62GB,2.92GB,494.80MB,19.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,25.08MB
2020-01-28 20:16:42.276487,0,3.62GB,2.92GB,501.25MB,19.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,25.35MB
2020-01-28 20:17:42.518178,0,3.62GB,2.91GB,507.57MB,19.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,25.63MB
2020-01-28 20:18:42.750203,10,3.62GB,2.90GB,514.11MB,19.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,25.85MB
2020-01-28 20:19:43.012530,0,3.62GB,2.90GB,520.54MB,19.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,26.09MB
2020-01-28 20:20:43.274915,0,3.62GB,2.89GB,529.84MB,20.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,26.38MB
2020-01-28 20:21:43.498152,0,3.62GB,2.88GB,536.28MB,20.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,26.62MB
2020-01-28 20:22:43.760444,0,3.62GB,2.88GB,542.85MB,20.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,26.86MB
2020-01-28 20:23:44.022933,0,3.62GB,2.87GB,549.11MB,20.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,27.12MB
2020-01-28 20:24:44.234160,0,3.62GB,2.86GB,555.12MB,20.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,27.37MB
2020-01-28 20:25:44.496451,0,3.62GB,2.86GB,561.55MB,21,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,27.59MB
2020-01-28 20:26:44.758956,0,3.62GB,2.85GB,568.06MB,21.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,27.86MB
2020-01-28 20:27:45.006177,0,3.62GB,2.84GB,577.31MB,21.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,28.09MB
2020-01-28 20:28:45.268517,0,3.62GB,2.84GB,583.72MB,21.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,28.36MB
2020-01-28 20:29:45.526146,0,3.62GB,2.83GB,589.77MB,21.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,28.56MB
2020-01-28 20:30:45.758165,9.1,3.62GB,2.82GB,595.89MB,21.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,28.79MB
2020-01-28 20:31:46.020571,0,3.62GB,2.82GB,602.12MB,22.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,29.04MB
2020-01-28 20:32:46.283031,0,3.62GB,2.81GB,608.30MB,22.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,29.27MB
2020-01-28 20:33:46.518181,0,3.62GB,2.81GB,613.82MB,22.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,29.49MB
2020-01-28 20:34:46.780695,0,3.62GB,2.81GB,613.54MB,22.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,29.59MB
2020-01-28 20:35:47.030150,0,3.62GB,2.80GB,621.71MB,22.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,29.81MB
2020-01-28 20:36:47.292558,0,3.62GB,2.79GB,627.86MB,22.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,30.06MB
2020-01-28 20:37:47.510190,0,3.62GB,2.79GB,633.99MB,23,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,30.30MB
2020-01-28 20:38:47.772574,0,3.62GB,2.78GB,640.32MB,23.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,30.52MB
2020-01-28 20:39:48.026148,0,3.62GB,2.77GB,646.61MB,23.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,30.77MB
2020-01-28 20:40:48.288546,0,3.62GB,2.77GB,652.64MB,23.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,31.06MB
2020-01-28 20:41:48.534162,0,3.62GB,2.76GB,658.61MB,23.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,31.30MB
2020-01-28 20:42:48.758166,0,3.62GB,2.76GB,665.17MB,23.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,31.55MB
2020-01-28 20:43:49.020646,0,3.62GB,2.75GB,674.10MB,24.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,31.80MB
2020-01-28 20:44:49.282973,0,3.62GB,2.74GB,679.90MB,24.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,32.29MB
2020-01-28 20:45:49.526151,0,3.62GB,2.74GB,686.22MB,24.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,32.52MB
2020-01-28 20:46:49.788503,0,3.62GB,2.73GB,692.30MB,24.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,32.79MB
2020-01-28 20:47:50.022152,0,3.62GB,2.72GB,698.41MB,24.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,33.01MB
2020-01-28 20:48:50.284391,0,3.62GB,2.72GB,704.88MB,24.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,33.23MB
2020-01-28 20:49:50.518182,0,3.62GB,2.71GB,713.56MB,25.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,33.48MB
2020-01-28 20:50:50.762165,0,3.62GB,2.70GB,720.03MB,25.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,33.74MB
2020-01-28 20:51:51.002148,10,3.62GB,2.70GB,726.23MB,25.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,34.00MB
2020-01-28 20:52:51.264487,0,3.62GB,2.69GB,732.29MB,25.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,34.25MB
2020-01-28 20:53:51.510164,0,3.62GB,2.68GB,738.63MB,25.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,34.48MB
2020-01-28 20:54:51.772579,0,3.62GB,2.68GB,744.71MB,26,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,34.72MB
2020-01-28 20:55:52.026167,0,3.62GB,2.67GB,754.16MB,26.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,34.98MB
2020-01-28 20:56:52.234139,0,3.62GB,2.66GB,760.15MB,26.4,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,35.25MB
2020-01-28 20:57:52.496518,10,3.62GB,2.66GB,766.39MB,26.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,35.48MB
2020-01-28 20:58:52.746147,0,3.62GB,2.65GB,772.80MB,26.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,35.68MB
2020-01-28 20:59:52.966159,10,3.62GB,2.64GB,779.00MB,26.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,35.93MB
2020-01-28 21:00:53.210187,0,3.62GB,2.64GB,785.12MB,27.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,36.18MB
2020-01-28 21:01:53.472649,0,3.62GB,2.63GB,790.80MB,27.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,36.46MB
2020-01-28 21:02:53.735194,0,3.62GB,2.63GB,793.64MB,27.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,36.62MB
2020-01-28 21:03:53.997681,0,3.62GB,2.63GB,793.64MB,27.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,36.78MB
2020-01-28 21:04:54.222161,0,3.62GB,2.63GB,792.65MB,27.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,36.87MB
2020-01-28 21:05:54.430157,9.1,3.62GB,2.62GB,801.93MB,27.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,37.14MB
2020-01-28 21:06:54.692414,0,3.62GB,2.62GB,807.96MB,27.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,37.37MB
2020-01-28 21:07:54.954925,0,3.62GB,2.61GB,814.20MB,27.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,37.60MB
2020-01-28 21:08:55.178286,0,3.62GB,2.60GB,820.20MB,28,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,37.82MB
2020-01-28 21:09:55.440820,0,3.62GB,2.60GB,825.91MB,28.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,38.06MB
2020-01-28 21:10:55.690163,0,3.62GB,2.59GB,831.76MB,28.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,38.30MB
2020-01-28 21:11:55.952498,0,3.62GB,2.59GB,837.60MB,28.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,38.53MB
2020-01-28 21:12:56.178290,0,3.62GB,2.58GB,843.16MB,28.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,38.98MB
2020-01-28 21:13:56.440651,0,3.62GB,2.58GB,847.79MB,28.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,39.23MB
2020-01-28 21:14:56.702883,0,3.62GB,2.57GB,853.74MB,28.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,39.48MB
2020-01-28 21:15:56.962117,0,3.62GB,2.56GB,862.61MB,29.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,39.70MB
2020-01-28 21:16:57.178312,0,3.62GB,2.56GB,868.36MB,29.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,39.98MB
2020-01-28 21:17:57.402163,0,3.62GB,2.55GB,874.11MB,29.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,40.25MB
2020-01-28 21:18:57.664580,0,3.62GB,2.55GB,879.89MB,29.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,40.50MB
2020-01-28 21:19:57.926917,0,3.62GB,2.54GB,885.62MB,29.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,40.75MB
2020-01-28 21:20:58.178287,0,3.62GB,2.53GB,894.55MB,30,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,41.04MB
2020-01-28 21:21:58.390141,0,3.62GB,2.53GB,900.25MB,30.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,41.27MB
2020-01-28 21:22:58.652464,0,3.62GB,2.52GB,906.03MB,30.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,41.52MB
2020-01-28 21:23:58.870285,0,3.62GB,2.51GB,911.78MB,30.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,41.77MB
2020-01-28 21:24:59.132498,0,3.62GB,2.51GB,917.24MB,30.6,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,42.00MB
2020-01-28 21:25:59.386149,0,3.62GB,2.50GB,923.05MB,30.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.94GB,57.5,292.17MB,42.21MB
2020-01-28 21:26:59.648407,9.1,3.62GB,2.50GB,928.92MB,30.9,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.17MB,42.45MB
2020-01-28 21:27:59.910849,0,3.62GB,2.49GB,934.91MB,31.1,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.17MB,42.71MB
2020-01-28 21:29:00.138160,0,3.62GB,2.48GB,943.61MB,31.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.17MB,42.93MB
2020-01-28 21:30:00.400507,10,3.62GB,2.48GB,949.47MB,31.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.17MB,43.18MB
2020-01-28 21:31:00.628441,0,3.62GB,2.47GB,955.71MB,31.7,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.17MB,43.42MB
2020-01-28 21:32:00.890826,0,3.62GB,2.47GB,961.82MB,31.8,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.17MB,43.67MB
2020-01-28 21:33:01.153084,0,3.62GB,2.46GB,967.92MB,32,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.18MB,43.96MB
2020-01-28 21:34:01.366176,0,3.62GB,2.45GB,974.06MB,32.2,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.18MB,44.20MB
2020-01-28 21:35:01.628598,0,3.62GB,2.45GB,980.24MB,32.3,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.18MB,44.42MB
2020-01-28 21:36:01.890821,0,3.62GB,2.44GB,986.19MB,32.5,0.00B,0.00B,0.00B,0,9.78GB,5.33GB,3.93GB,57.5,292.18MB,44.69MB
