currentTime,totalCpuUsage...,totalMemory,availableMemory,usedMemory,percentageMemory...,totalSwap,freeSwap,usedSwap,percentageSwap...,totalPartition,usedPartition,freePartition,percentagePartition...,total_IO_read,total_IO_write
2020-01-28 15:35:00.910079,0,3.62GB,3.10GB,308.28MB,14.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,20.55MB
2020-01-28 15:36:01.172398,0,3.62GB,3.10GB,312.09MB,14.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,20.81MB
2020-01-28 15:37:01.385217,9.1,3.62GB,3.10GB,316.09MB,14.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,21.02MB
2020-01-28 15:38:01.647594,0,3.62GB,3.10GB,316.84MB,14.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,21.26MB
2020-01-28 15:39:01.910196,0,3.62GB,3.09GB,320.80MB,14.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,21.48MB
2020-01-28 15:40:02.135149,0,3.62GB,3.09GB,322.00MB,14.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,21.73MB
2020-01-28 15:41:02.385200,9.1,3.62GB,3.09GB,325.50MB,14.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,22.03MB
2020-01-28 15:42:02.647714,0,3.62GB,3.08GB,329.66MB,14.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,22.29MB
2020-01-28 15:43:02.856988,9.1,3.62GB,3.08GB,330.49MB,14.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,22.61MB
2020-01-28 15:44:03.083134,0,3.62GB,3.08GB,334.64MB,14.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,22.88MB
2020-01-28 15:45:03.345511,0,3.62GB,3.08GB,335.32MB,14.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,23.16MB
2020-01-28 15:46:03.599111,0,3.62GB,3.07GB,339.13MB,15,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,23.39MB
2020-01-28 15:47:03.861578,0,3.62GB,3.07GB,342.82MB,15.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,23.63MB
2020-01-28 15:48:04.099126,0,3.62GB,3.07GB,343.63MB,15.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,23.89MB
2020-01-28 15:49:04.361564,0,3.62GB,3.07GB,347.38MB,15.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,24.13MB
2020-01-28 15:50:04.611124,0,3.62GB,3.06GB,353.43MB,15.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,24.38MB
2020-01-28 15:51:04.873485,0,3.62GB,3.06GB,353.03MB,15.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,24.67MB
2020-01-28 15:52:05.135829,0,3.62GB,3.06GB,356.05MB,15.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,24.94MB
2020-01-28 15:53:05.385142,9.1,3.62GB,3.06GB,356.92MB,15.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.93GB,57.6,292.50MB,25.19MB
2020-01-28 15:54:05.647474,0,3.62GB,3.05GB,360.88MB,15.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,25.42MB
2020-01-28 15:55:05.909885,0,3.62GB,3.05GB,364.81MB,15.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,25.67MB
2020-01-28 15:56:06.135170,0,3.62GB,3.05GB,365.52MB,15.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,25.90MB
2020-01-28 15:57:06.385223,0,3.62GB,3.04GB,369.37MB,15.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,26.15MB
2020-01-28 15:58:06.647662,0,3.62GB,3.04GB,370.24MB,15.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,26.39MB
2020-01-28 15:59:06.910106,0,3.62GB,3.04GB,374.17MB,16,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,26.62MB
2020-01-28 16:00:07.135204,0,3.62GB,3.04GB,378.56MB,16.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,26.92MB
2020-01-28 16:01:07.385174,9.1,3.62GB,3.03GB,379.41MB,16.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,27.18MB
2020-01-28 16:02:07.625815,0,3.62GB,3.03GB,383.21MB,16.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,27.52MB
2020-01-28 16:03:07.888209,0,3.62GB,3.03GB,384.39MB,16.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,27.87MB
2020-01-28 16:04:08.115132,0,3.62GB,3.03GB,388.17MB,16.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,28.12MB
2020-01-28 16:05:08.377475,0,3.62GB,3.02GB,392.20MB,16.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,28.34MB
2020-01-28 16:06:08.631129,0,3.62GB,3.02GB,394.15MB,16.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,28.60MB
2020-01-28 16:07:08.893581,9.1,3.62GB,3.02GB,398.14MB,16.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,28.84MB
2020-01-28 16:08:09.156006,0,3.62GB,3.02GB,398.04MB,16.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,29.08MB
2020-01-28 16:09:09.385171,0,3.62GB,3.01GB,402.06MB,16.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,29.32MB
2020-01-28 16:10:09.647570,0,3.62GB,3.01GB,405.96MB,16.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,29.54MB
2020-01-28 16:11:09.909941,0,3.62GB,3.01GB,406.50MB,16.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,29.84MB
2020-01-28 16:12:10.135164,9.1,3.62GB,3.00GB,410.10MB,16.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,30.07MB
2020-01-28 16:13:10.385163,0,3.62GB,3.00GB,411.36MB,17,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,30.34MB
2020-01-28 16:14:10.647581,0,3.62GB,3.00GB,415.44MB,17.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,30.59MB
2020-01-28 16:15:10.910117,0,3.62GB,3.00GB,419.47MB,17.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,30.80MB
2020-01-28 16:16:11.135216,0,3.62GB,2.99GB,420.46MB,17.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,31.08MB
2020-01-28 16:17:11.385164,9.1,3.62GB,2.99GB,424.37MB,17.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,31.33MB
2020-01-28 16:18:11.647137,0,3.62GB,2.99GB,425.35MB,17.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,31.63MB
2020-01-28 16:19:11.863135,0,3.62GB,2.99GB,429.54MB,17.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,31.88MB
2020-01-28 16:20:12.125544,9.1,3.62GB,2.99GB,430.27MB,17.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,32.13MB
2020-01-28 16:21:12.385279,0,3.62GB,2.98GB,433.98MB,17.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,32.41MB
2020-01-28 16:22:12.648047,0,3.62GB,2.98GB,433.85MB,17.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,32.56MB
2020-01-28 16:23:12.910493,0,3.62GB,2.98GB,437.79MB,17.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,32.84MB
2020-01-28 16:24:13.172949,9.1,3.62GB,2.97GB,442.12MB,17.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,33.06MB
2020-01-28 16:25:13.385175,0,3.62GB,2.97GB,443.02MB,17.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,33.34MB
2020-01-28 16:26:13.647571,0,3.62GB,2.97GB,446.96MB,17.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,33.55MB
2020-01-28 16:27:13.910257,0,3.62GB,2.97GB,446.75MB,17.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,33.74MB
2020-01-28 16:28:14.135165,0,3.62GB,2.97GB,449.60MB,18,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,33.88MB
2020-01-28 16:29:14.385181,0,3.62GB,2.97GB,450.68MB,18,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,34.35MB
2020-01-28 16:30:14.647544,0,3.62GB,2.96GB,454.52MB,18.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,34.56MB
2020-01-28 16:31:14.911222,0,3.62GB,2.96GB,455.55MB,18.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,34.81MB
2020-01-28 16:32:15.135290,0,3.62GB,2.96GB,459.17MB,18.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,35.08MB
2020-01-28 16:33:15.385161,0,3.62GB,2.96GB,459.67MB,18.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,35.25MB
2020-01-28 16:34:15.647675,0,3.62GB,2.95GB,462.58MB,18.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,35.43MB
2020-01-28 16:35:15.903142,0,3.62GB,2.95GB,463.25MB,18.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,35.66MB
2020-01-28 16:36:16.165462,0,3.62GB,2.95GB,467.39MB,18.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,35.94MB
2020-01-28 16:37:16.385184,0,3.62GB,2.95GB,468.27MB,18.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,36.15MB
2020-01-28 16:38:16.647676,0,3.62GB,2.94GB,472.04MB,18.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,36.43MB
2020-01-28 16:39:16.910159,0,3.62GB,2.94GB,472.54MB,18.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,36.61MB
2020-01-28 16:40:17.172667,0,3.62GB,2.94GB,476.29MB,18.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,36.87MB
2020-01-28 16:41:17.435194,0,3.62GB,2.94GB,480.68MB,18.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,37.15MB
2020-01-28 16:42:17.695104,0,3.62GB,2.93GB,481.59MB,18.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,37.40MB
2020-01-28 16:43:17.951130,0,3.62GB,2.93GB,485.52MB,19,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,37.69MB
2020-01-28 16:44:18.207125,0,3.62GB,2.93GB,486.57MB,19,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,37.95MB
2020-01-28 16:45:18.469499,0,3.62GB,2.93GB,490.57MB,19.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,38.15MB
2020-01-28 16:46:18.687184,0,3.62GB,2.93GB,491.30MB,19.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,38.38MB
2020-01-28 16:47:18.949706,0,3.62GB,2.92GB,495.36MB,19.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,38.62MB
2020-01-28 16:48:19.199220,0,3.62GB,2.92GB,499.34MB,19.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,38.86MB
2020-01-28 16:49:19.461641,0,3.62GB,2.92GB,500.38MB,19.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,39.09MB
2020-01-28 16:50:19.711136,0,3.62GB,2.91GB,504.35MB,19.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,39.34MB
2020-01-28 16:51:19.973668,0,3.62GB,2.91GB,505.34MB,19.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,39.54MB
2020-01-28 16:52:20.191139,0,3.62GB,2.91GB,509.31MB,19.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,39.79MB
2020-01-28 16:53:20.453563,0,3.62GB,2.90GB,513.29MB,19.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,40.02MB
2020-01-28 16:54:20.703422,0,3.62GB,2.90GB,512.73MB,19.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,40.15MB
2020-01-28 16:55:20.968030,0,3.62GB,2.90GB,512.80MB,19.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,40.36MB
2020-01-28 16:56:21.183138,0,3.62GB,2.90GB,516.50MB,19.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,40.60MB
2020-01-28 16:57:21.445581,0,3.62GB,2.90GB,519.87MB,19.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,40.97MB
2020-01-28 16:58:21.707880,0,3.62GB,2.90GB,520.94MB,19.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,41.28MB
2020-01-28 16:59:21.970330,0,3.62GB,2.89GB,524.52MB,20,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,41.52MB
2020-01-28 17:00:22.207126,0,3.62GB,2.89GB,525.08MB,20,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,41.79MB
2020-01-28 17:01:22.468934,0,3.62GB,2.89GB,528.95MB,20.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,42.05MB
2020-01-28 17:02:22.727144,0,3.62GB,2.88GB,533.04MB,20.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,42.31MB
2020-01-28 17:03:22.989609,9.1,3.62GB,2.88GB,533.51MB,20.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,42.54MB
2020-01-28 17:04:23.199148,0,3.62GB,2.88GB,537.08MB,20.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,42.79MB
2020-01-28 17:05:23.461583,0,3.62GB,2.88GB,537.80MB,20.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,43.02MB
2020-01-28 17:06:23.679138,0,3.62GB,2.88GB,541.58MB,20.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,43.26MB
2020-01-28 17:07:23.907149,0,3.62GB,2.87GB,545.20MB,20.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,43.52MB
2020-01-28 17:08:24.169492,10,3.62GB,2.87GB,546.28MB,20.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,43.75MB
2020-01-28 17:09:24.385193,9.1,3.62GB,2.87GB,550.15MB,20.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,44.00MB
2020-01-28 17:10:24.647480,0,3.62GB,2.87GB,551.05MB,20.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,44.23MB
2020-01-28 17:11:24.909900,0,3.62GB,2.86GB,554.65MB,20.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,44.45MB
2020-01-28 17:12:25.172144,0,3.62GB,2.86GB,554.88MB,20.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,44.60MB
2020-01-28 17:13:25.403156,0,3.62GB,2.86GB,558.71MB,20.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,44.86MB
2020-01-28 17:14:25.623150,0,3.62GB,2.86GB,559.53MB,21,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,45.08MB
2020-01-28 17:15:25.885656,0,3.62GB,2.86GB,563.13MB,21.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,45.33MB
2020-01-28 17:16:26.135115,0,3.62GB,2.85GB,564.27MB,21.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,45.62MB
2020-01-28 17:17:26.385184,0,3.62GB,2.85GB,568.27MB,21.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,45.89MB
2020-01-28 17:18:26.643121,0,3.62GB,2.85GB,572.23MB,21.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,46.17MB
2020-01-28 17:19:26.905424,9.1,3.62GB,2.85GB,573.04MB,21.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,46.42MB
2020-01-28 17:20:27.151109,0,3.62GB,2.84GB,577.31MB,21.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,46.85MB
2020-01-28 17:21:27.385176,9.1,3.62GB,2.84GB,578.33MB,21.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,47.15MB
2020-01-28 17:22:27.647530,0,3.62GB,2.84GB,581.96MB,21.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,47.41MB
2020-01-28 17:23:27.909827,0,3.62GB,2.84GB,583.08MB,21.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,47.62MB
2020-01-28 17:24:28.173495,0,3.62GB,2.83GB,586.89MB,21.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,47.89MB
2020-01-28 17:25:28.385190,0,3.62GB,2.83GB,590.78MB,21.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,48.11MB
2020-01-28 17:26:28.647543,0,3.62GB,2.83GB,591.65MB,21.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,48.34MB
2020-01-28 17:27:28.910003,0,3.62GB,2.82GB,595.31MB,21.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,48.57MB
2020-01-28 17:28:29.172320,0,3.62GB,2.82GB,596.09MB,22,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,48.82MB
2020-01-28 17:29:29.385170,0,3.62GB,2.82GB,600.05MB,22.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,49.09MB
2020-01-28 17:30:29.647502,0,3.62GB,2.82GB,603.81MB,22.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,49.34MB
2020-01-28 17:31:29.909801,0,3.62GB,2.81GB,604.71MB,22.2,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,49.55MB
2020-01-28 17:32:30.135153,0,3.62GB,2.81GB,608.59MB,22.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,49.83MB
2020-01-28 17:33:30.385222,0,3.62GB,2.81GB,609.15MB,22.3,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,50.06MB
2020-01-28 17:34:30.647476,0,3.62GB,2.81GB,613.09MB,22.4,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,50.28MB
2020-01-28 17:35:30.909915,0,3.62GB,2.80GB,616.81MB,22.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,50.52MB
2020-01-28 17:36:31.135195,9.1,3.62GB,2.80GB,617.52MB,22.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,50.77MB
2020-01-28 17:37:31.385407,0,3.62GB,2.80GB,617.34MB,22.5,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,50.86MB
2020-01-28 17:38:31.615166,0,3.62GB,2.80GB,620.09MB,22.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,51.05MB
2020-01-28 17:39:31.877564,0,3.62GB,2.80GB,620.77MB,22.6,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,51.27MB
2020-01-28 17:40:32.139916,0,3.62GB,2.80GB,624.71MB,22.7,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,51.58MB
2020-01-28 17:41:32.385174,10,3.62GB,2.79GB,628.59MB,22.8,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,51.83MB
2020-01-28 17:42:32.643119,0,3.62GB,2.79GB,629.48MB,22.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,52.05MB
2020-01-28 17:43:32.871131,0,3.62GB,2.79GB,633.52MB,23,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,52.57MB
2020-01-28 17:44:33.133510,0,3.62GB,2.79GB,634.36MB,23,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,52.80MB
2020-01-28 17:45:33.385210,0,3.62GB,2.78GB,638.18MB,23.1,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.6,292.50MB,53.07MB
